title     appeared  type rank
*Prolog   1989 pl   4556
Static Typescript   2019 pl   4557
StoneCutter    2020 grammarLanguage     4558
STRCMACS  1977 pl   4559
STREMA    1976 pl   4560
STRESS    1963 pl   4561
SubL 1989 pl   4562
SURGE     1958 pl   4563
taktentus 2015 esolang   4564
VoxML     1998 pl   4565
Very Tiny Language  1976 pl   4566
wizml     1997 pl   4567
Wolontis-Bell Interpreter     1955 pl   4568
xl   1977 pl   4569
XQL  1999 queryLanguage  4570
3D Logo   1986 pl   4571
ABLE 1981 pl   4572
ADAM 1964 pl   4573
ALPAK     1963 pl   4574
APACHE    1961 pl   4575
APL/HP    1986 pl   4576
Arctic    1984 pl   4577
ARTSPEAK  1974 pl   4578
ASHMEDAI  1967 pl   4579
ASPOL     1973 pl   4580
Atomos    2006 pl   4581
Aurora    1988 pl   4582
AUTOLOFT  1962 pl   4583
Automator 2005 pl   4584
AUTOmatic PROgramming of Machine Tools  1961 pl   4585
B-LINE    1968 pl   4586
BACK 1988 pl   4587
BaLinda Lisp   1996 pl   4588
baltazar  1993 pl   4589
Barrel    1980 pl   4590
BASEBALL  1961 pl   4591
BASEL     1968 pl   4592
BEEF 1961 pl   4593
Berkeley DB    1991 library   4594
BETA Project   1961 grammarLanguage     4595
Biferno   2003 pl   4596
BIGMAC    1981 pl   4597
bigWig format  2009 binaryDataFormat    4598
BIGWIG    1998 pl   4599
Birkbeck Assembly   1947 assembly  4600
BLAZE 2   1989 pl   4601
BrouHaHa  1987 pl   4602
C flat    1991 pl   4603
CafeObj   1997 pl   4604
CAJOLE    1978 pl   4605
CCal 1987 pl   4606
CIRCAL    1985 pl   4607
CLANGER   1995 pl   4608
ClassiC   1998 pl   4609
CLEAR     1976 pl   4610
Coherent Parallel C 1988 pl   4611
COL  1989 pl   4612
COMFY     1997 pl   4613
COMPUTEST 1964 pl   4614
COMSKEE   1973 pl   4615
Concurrent C++ 1988 pl   4616
Concurrent Prolog   1983 pl   4617
CONLAN    1980 pl   4618
Connection Machine LISP  1986 pl   4619
CONSIM    1977 pl   4620
CONSTRAINTS    1978 pl   4621
Consul    1981 pl   4622
CST  1988 pl   4623
CUBE 1992 pl   4624
CUPID     1975 pl   4625
DAMN 1970 pl   4626
DEBL 1988 pl   4627
DECLARE   1997 pl   4628
DEL  1971 pl   4629
Delirium  1991 pl   4630
Delta Prolog   1984 pl   4631
DIALOG    1966 pl   4632
DICE 1991 pl   4633
DIET 1975 pl   4634
Dipe-R    2002 pl   4635
DISC 1989 pl   4636
DISPEL    1981 pl   4637
DNA  1980 pl   4638
$    1983 pl   4639
DOPL 1982 pl   4640
DUAL 1953 pl   4641
Durra     1986 pl   4642
Elegant   1987 pl   4643
ELLPACK   1983 pl   4644
EMMA 1999 pl   4645
Eva  1990 pl   4646
EXEL 1973 pl   4647
Extended Pascal     1987 pl   4648
FLIC 1987 pl   4649
FlowNet   1993 protocol  4650
FORK 1992 pl   4651
FORTRANSIT     1956 pl   4652
FRANK     1985 pl   4653
Frenetic  2011 pl   4654
Fresco    1993 pl   4655
Galileo   1983 pl   4656
GCLA II   1992 pl   4657
GEM  1985 pl   4658
GCC GENERIC    2003 ir   4659
Gerald    1989 pl   4660
GERMINAL  1974 pl   4661
Glish     1993 pl   4662
Golog     1993 pl   4663
GOQL 1997 pl   4664
GOSPEL    1977 pl   4665
GPS  1957 pl   4666
GPSS/85   1985 pl   4667
Grapheasy 1975 pl   4668
Green     1998 pl   4669
GROOVE    1970 pl   4670
Hancock   1999 pl   4671
HARVEY    1972 pl   4672
HELPER    1969 pl   4673
henk 1997 pl   4674
Hi-Visual 1992 pl   4675
Holo 2001 pl   4676
hoot-smalltalk 2018 pl   4677
Hybrid    1987 pl   4678
HyCom     1975 pl   4679
Ibuki CL  1992 pl   4680
ICML 2008 xmlFormat 4681
ILU  1994 pl   4682
ILX  2002 pl   4683
IMAGE     1975 pl   4684
imf  2008 textDataFormat 4685
Ina Jo    1985 pl   4686
INC  1987 pl   4687
INFOLOG   1986 pl   4688
INSIGHT   1983 pl   4689
INTERACTIVE    1983 pl   4690
ISAC 2003 pl   4691
JavaML    2000 pl   4692
JOSIE     1991 pl   4693
Joyce     1987 pl   4694
JOYCE+    1990 pl   4695
JPL  1991 pl   4696
JR   2004 pl   4697
KATE 1979 pl   4698
Keep It Short and Simple 1959 pl   4699
KL1  1988 pl   4700
Klaim     1997 pl   4701
KRIS 1991 pl   4702
LAMINA    1988 pl   4703
Language for Class Description     1964 pl   4704
LAP  1987 pl   4705
LARIS     2000 pl   4706
LASS 1982 pl   4707
LDL  1984 pl   4708
Lemick    2004 pl   4709
LG   1969 pl   4710
Lisptalk  1988 pl   4711
LNF  1985 pl   4712
LO   1990 pl   4713
LOGAL     1977 pl   4714
LOGLISP   1980 pl   4715
LOGOL     1968 pl   4716
LogoWriter     1986 pl   4717
LOL  1994 queryLanguage  4718
LOOPN++   2000 pl   4719
LORE 1985 pl   4720
Lucid representations    1991 pl   4721
Lygon     1995 pl   4722
MIT Algebraic Compiler   1957 pl   4723
MADCAP    1960 pl   4724
MADS 1964 pl   4725
Magic Paper    1963 pl   4726
MAPQUERY  1982 pl   4727
MARSYAS   1970 pl   4728
MAVIS     1992 pl   4729
MELD 1989 pl   4730
META/PLUS 1971 pl   4731
MetaH     1988 pl   4732
Microsoft Equation Editor     1993 application    4733
Modula-2+ 1984 pl   4734
Modula-3* 1993 pl   4735
Morphe    1992 pl   4736
MPSX 1978 pl   4737
MUSYS     1969 pl   4738
N-Prolog  1985 pl   4739
Nail 1986 pl   4740
NetBasic  1999 pl   4741
Netscript 2016 pl   4742
NIL  1983 pl   4743
npy  2008 binaryDataFormat    4744
NSL  1991 pl   4745
NUA-Prolog     1991 pl   4746
NUT  1986 pl   4747
O    1986 pl   4748
OFL  1995 pl   4749
OLDAS     1968 pl   4750
OLIVER    1976 pl   4751
olog 1997 pl   4752
OMAR 1999 pl   4753
One-man-language    1977 pl   4754
OOLP 1989 pl   4755
OOPS 1986 pl   4756
OpenAda   2000 pl   4757
Orient84/K     1986 pl   4758
Object-oriented Structured Query Language    1990 queryLanguage  4759
P/CL 1984 pl   4760
PACT IA   1957 pl   4761
Paragon   1991 pl   4762
Pascal-FC 1990 pl   4763
PASCAL-I  1980 pl   4764
Pascal-S  1975 pl   4765
PHOCUS    1987 pl   4766
PICASSO   1988 pl   4767
PIE  1988 pl   4768
PIN  1975 pl   4769
PIT  1958 pl   4770
PIXIN     1974 pl   4771
PL/I-FORMAC    1968 pl   4772
PL/LL     1983 pl   4773
PL4  1974 pl   4774
PLACA     1993 pl   4775
POSE 1967 pl   4776
PRIZ 1983 pl   4777
ProFIT    1994 pl   4778
Progol    1993 pl   4779
PROPHET   1974 pl   4780
proto-GNOSIS   1987 pl   4781
ProVerif  2014 pl   4782
Proxy     1992 pl   4783
Py   1991 pl   4784
python-cl-compiler  1991 compiler  4785
QAS  1978 pl   4786
QUADRIL   1976 pl   4787
Quanta    2003 pl   4788
Quick Macros   1997 pl   4789
QUILT     1970 pl   4790
RACK 1990 pl   4791
RC++ 2001 pl   4792
rdata-format   2000 binaryDataFormat    4793
Real-Time Euclid    1986 pl   4794
Rebus     1982 pl   4795
Refined C 1984 pl   4796
REL English    1975 pl   4797
REL  1968 pl   4798
Relix     1984 pl   4799
Reuse Description Language    2005 pl   4800
RoboTalk  1985 pl   4801
ROSCOE    1979 pl   4802
RUNCIBLE  1958 pl   4803
RUSSELL   1970 pl   4804
RUTH 1987 pl   4805
SA   1977 pl   4806
SALEM     1967 pl   4807
Sampletalk     1991 pl   4808
Scenic    2019 pl   4809
SCOOP     1988 pl   4810
SCREAMER  1993 pl   4811
SEARCH    1973 pl   4812
SESPATH   1985 pl   4813
Seymour   1989 pl   4814
SIDOPS+   1997 pl   4815
SIGMA 76  1976 pl   4816
SIMODULA  1988 pl   4817
Sim++     1991 pl   4818
Siprol    1980 pl   4819
SKIL 1996 pl   4820
SKY  2000 pl   4821
SL   1988 pl   4822
SLIPS     1984 pl   4823
SLOG 1985 pl   4824
Smalltalk/V    1986 pl   4825
SmallVDM  1993 pl   4826
SMART     1964 pl   4827
SMSL 1995 pl   4828
Symbolic Optimal Assembly Program  1955 assembly  4829
Soar Markup Language     2014 xmlFormat 4830
Spec 1990 pl   4831
SPECOL    1968 pl   4832
SPIL 1973 pl   4833
SPLAW     1998 pl   4834
SPRINT    1967 pl   4835
SQUARE    1975 pl   4836
SR   1988 pl   4837
StreamIt  1992 pl   4838
STRUDL    1965 pl   4839
Unicode   1955 pl   4840
Virt 1998 pl   4841
